2020-06-14 16:16:23 INFO  BunchAppTests:16 - ********* The user clicks on Continue with SMS button *********
2020-06-15 11:52:49 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 11:52:55 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 11:52:57 INFO  BunchAppTests:32 - The heading on registration page is ====>Enter your phone number
2020-06-15 11:53:13 INFO  BunchAppTests:17 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 11:53:19 INFO  BunchAppTests:21 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 11:53:39 INFO  BunchAppTests:32 - ********* Validate the user is able to click on time zone button an lands on timezone selection page *********
2020-06-15 11:54:41 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 11:54:46 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 11:54:48 INFO  BunchAppTests:32 - The heading on registration page is ====>Enter your phone number
2020-06-15 11:55:00 INFO  BunchAppTests:17 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 11:55:04 INFO  BunchAppTests:21 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 11:55:06 INFO  BunchAppTests:26 - The Default Timezone is set to ==>US +1
2020-06-15 11:55:06 INFO  BunchAppTests:32 - ********* Validate the user is able to click on time zone button an lands on timezone selection page *********
2020-06-15 11:56:06 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 11:56:06 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 11:56:17 INFO  BunchAppTests:17 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 11:56:21 INFO  BunchAppTests:21 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 11:56:23 INFO  BunchAppTests:26 - The Default Timezone is set to ==>US +1
2020-06-15 11:56:23 INFO  BunchAppTests:32 - ********* Validate the user is able to click on time zone button an lands on timezone selection page *********
2020-06-15 11:57:32 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 11:57:37 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 11:57:39 INFO  BunchAppTests:32 - The heading on registration page is ====>Enter your phone number
2020-06-15 11:57:50 INFO  BunchAppTests:17 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 11:57:55 INFO  BunchAppTests:21 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 11:57:58 INFO  BunchAppTests:26 - The Default Timezone is set to ==>US +1
2020-06-15 11:57:58 INFO  BunchAppTests:32 - ********* Validate the user is able to click on time zone button an lands on timezone selection page *********
2020-06-15 12:13:59 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 12:14:20 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 12:14:53 INFO  BunchAppTests:17 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 12:14:59 INFO  BunchAppTests:21 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 12:15:01 INFO  BunchAppTests:26 - The Default Timezone is set to ==>US +1
2020-06-15 12:15:01 INFO  BunchAppTests:32 - ********* Validate the user is able to click on time zone button and lands on timezone selection page *********
2020-06-15 12:16:36 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 12:16:41 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 12:16:43 INFO  BunchAppTests:32 - The heading on registration page is ====>Enter your phone number
2020-06-15 12:16:55 INFO  BunchAppTests:17 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 12:17:00 INFO  BunchAppTests:21 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 12:17:02 INFO  BunchAppTests:26 - The Default Timezone is set to ==>US +1
2020-06-15 12:17:02 INFO  BunchAppTests:32 - ********* Validate the user is able to click on time zone button and lands on timezone selection page *********
2020-06-15 12:21:26 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 12:21:35 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 12:21:37 INFO  BunchAppTests:32 - The heading on registration page is ====>Enter your phone number
2020-06-15 12:21:50 INFO  BunchAppTests:17 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 12:21:55 INFO  BunchAppTests:21 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 12:21:57 INFO  BunchAppTests:26 - The Default Timezone is set to ==>US +1
2020-06-15 12:21:57 INFO  BunchAppTests:32 - ********* Validate the user is able to click on time zone button and lands on timezone selection page *********
2020-06-15 12:21:59 INFO  BunchAppTests:45 - The user is on a wrong page
2020-06-15 12:29:32 INFO  BunchAppTests:17 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 12:29:38 INFO  BunchAppTests:21 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 12:29:40 INFO  BunchAppTests:26 - The Default Timezone is set to ==>US +1
2020-06-15 12:29:40 INFO  BunchAppTests:32 - ********* Test Case-Validate the user is able to click on country button and lands on Country Code selection page *********
2020-06-15 12:31:02 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 12:31:08 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 12:31:10 INFO  BunchAppTests:32 - The heading on registration page is ====>Enter your phone number
2020-06-15 12:31:23 INFO  BunchAppTests:17 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 12:31:28 INFO  BunchAppTests:21 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 12:31:30 INFO  BunchAppTests:26 - The Default Timezone is set to ==>US +1
2020-06-15 12:31:30 INFO  BunchAppTests:32 - ********* Test Case-Validate the user is able to click on country button and lands on Country Code selection page *********
2020-06-15 14:07:04 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 14:07:10 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 14:07:12 INFO  BunchAppTests:32 - The heading on registration page is ====>Enter your phone number
2020-06-15 14:07:23 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 14:07:28 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 14:07:31 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 14:07:31 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 14:07:32 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:09:49 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 14:09:49 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 14:09:49 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:10:12 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 14:10:17 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 14:10:19 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 14:10:19 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 14:10:21 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:10:51 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 14:10:56 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 14:10:58 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 14:10:58 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 14:11:00 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:19:38 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 14:19:46 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 14:20:19 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 14:20:25 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 14:20:26 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 14:20:26 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 14:20:29 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:23:59 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 14:24:04 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 14:24:06 INFO  BunchAppTests:32 - The heading on registration page is ====>Enter your phone number
2020-06-15 14:24:22 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 14:24:28 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 14:24:29 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 14:24:29 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 14:24:31 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:26:12 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 14:26:32 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 14:27:09 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 14:27:29 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 14:27:34 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:27:40 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 14:27:44 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 14:27:46 INFO  BunchAppTests:32 - The heading on registration page is ====>Enter your phone number
2020-06-15 14:27:57 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 14:28:03 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 14:28:05 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 14:28:05 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 14:28:07 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:29:36 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 14:29:42 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 14:29:44 INFO  BunchAppTests:32 - The heading on registration page is ====>Enter your phone number
2020-06-15 14:29:57 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 14:30:02 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 14:30:05 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 14:30:05 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 14:30:07 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:30:55 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 14:31:00 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 14:31:02 INFO  BunchAppTests:32 - The heading on registration page is ====>Enter your phone number
2020-06-15 14:31:15 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 14:31:20 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 14:31:22 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 14:31:22 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 14:31:24 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:34:33 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 14:34:38 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 14:34:40 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 14:34:40 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 14:34:42 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:35:27 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 14:35:33 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 14:35:35 INFO  BunchAppTests:32 - The heading on registration page is ====>Enter your phone number
2020-06-15 14:35:47 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 14:35:53 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 14:35:55 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 14:35:55 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
